95,254,1,255,1,177,357,320,147,201,75,10,10,0,0,0,0
96,255,0,255,1,114,224,219,61,91,28,0,5,0,0,0,0
97,255,0,255,1,138,514,490,368,461,335,142,163,2,0,0,0
98,255,0,255,1,119,192,185,69,104,35,3,4,0,0,0,0
99,255,0,255,1,38,25,44,1,2,0,0,0,0,0,0,0
100,255,0,255,1,187,520,539,276,364,195,87,91,1,0,0,0
101,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,255,0,255,1,155,327,480,364,512,321,101,76,0,0,0,0
103,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,58,58,0,1,93,421,390,446,575,306,115,210,14,0,1,0
106,255,0,255,1,74,137,132,28,38,8,0,1,0,0,0,0
107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,33,33,0,1,6,18,18,0,0,0,0,0,0,0,0,0
109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,255,0,255,1,134,245,244,33,38,22,1,13,0,0,0,0
111,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,249,6,255,1,148,417,490,397,508,422,366,486,114,0,2,0
113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,255,0,255,1,140,353,378,134,201,100,15,17,0,0,0,0
116,252,3,255,1,221,1136,865,1097,1364,928,703,768,167,10,5,0
117,255,0,255,1,200,843,767,495,707,363,168,154,4,0,0,0
118,21,21,0,1,0,3,2,0,0,0,0,0,0,0,0,0
119,158,158,0,1,195,747,850,603,704,464,270,306,53,17,15,24
120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,255,0,255,1,198,496,505,213,282,169,65,100,3,0,0,0
123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,211,44,255,1,211,1148,1217,958,1507,916,806,918,158,20,51,21
125,255,0,255,1,189,415,367,132,122,54,10,28,0,0,0,0
126,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,255,0,255,1,110,231,241,62,96,42,2,2,0,0,0,0
129,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,255,0,255,1,189,519,596,279,468,282,79,83,0,0,0,0
131,48,48,0,1,51,102,118,14,10,2,1,4,0,0,0,0
132,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,255,0,255,1,165,426,407,246,438,220,86,82,1,0,0,0
134,255,0,255,1,113,259,277,94,141,85,15,7,0,0,0,0
135,56,56,0,1,108,579,510,811,1004,685,571,590,106,2,0,0
136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,255,0,255,1,139,264,255,48,46,6,0,1,0,0,0,0
138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,255,0,255,1,82,135,219,31,47,13,0,0,0,0,0,0
141,12,12,0,1,0,0,13,0,0,0,0,0,0,0,0,0
142,255,0,255,1,84,65,52,1,2,0,0,0,0,0,0,0
143,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,255,0,255,1,152,298,300,145,189,113,22,28,0,0,0,0
148,255,0,255,1,149,417,280,26,32,4,0,0,0,0,0,0
149,223,32,255,1,249,975,862,901,1146,893,568,774,269,103,102,130
150,248,7,255,1,175,621,500,257,420,197,53,53,1,0,0,0
151,253,2,255,1,124,301,293,127,195,97,22,49,6,1,0,4
152,253,2,255,1,165,416,450,135,163,120,21,26,0,0,0,0
153,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,240,15,255,1,169,636,432,493,505,385,268,406,55,0,1,0
155,255,0,255,1,184,504,461,162,194,85,23,34,0,0,0,0
156,255,0,255,1,96,269,303,127,313,198,41,50,0,0,0,0
157,255,0,255,1,110,181,182,23,19,6,0,0,0,0,0,0
158,53,53,0,1,32,70,74,0,0,0,0,0,0,0,0,0
159,246,9,255,1,257,726,733,530,735,460,336,323,44,1,0,0
160,255,0,255,1,126,417,304,67,124,61,1,1,0,0,0,0
161,255,0,255,1,213,405,336,148,177,80,14,16,0,0,0,0
162,255,0,255,1,120,252,247,92,137,79,29,43,4,0,7,19
163,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,235,20,255,1,218,833,757,689,936,517,333,369,33,8,23,78
165,15,15,0,1,0,0,2,0,0,0,0,0,0,0,0,0
166,24,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,255,0,255,1,191,532,603,525,1110,466,304,310,23,1,0,0
168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,255,0,255,1,197,462,458,195,230,115,9,10,0,0,0,0
170,19,19,0,1,2,1,0,0,0,0,0,0,0,0,0,0
171,243,12,255,1,203,541,504,282,328,154,39,51,0,0,0,0
172,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,20,20,0,1,2,5,13,0,0,0,0,0,0,0,0,0
174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,251,4,255,1,188,761,779,679,990,759,529,579,97,0,0,0
176,247,8,255,1,215,729,688,407,473,245,102,129,0,0,0,0
177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,246,9,255,1,254,948,681,953,1199,839,598,779,304,142,226,280
179,250,5,255,1,159,439,354,88,95,40,6,6,0,0,0,0
180,255,0,255,1,97,267,209,95,209,130,12,22,0,0,0,0
181,255,0,255,1,154,354,331,58,117,37,0,4,0,0,0,0
182,255,0,255,1,151,238,219,49,60,15,0,0,0,0,0,0
183,255,0,255,1,227,713,674,513,785,413,288,339,52,8,4,0
184,255,0,255,1,103,195,139,11,43,26,0,1,0,0,0,0
185,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,255,0,255,1,50,51,62,0,1,0,0,0,0,0,0,0
187,16,16,0,1,0,3,12,0,0,0,0,0,0,0,0,0
188,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,255,0,255,1,148,478,393,211,249,104,10,36,1,0,0,0
190,252,3,255,1,192,712,749,630,774,490,281,429,84,21,24,9
191,27,27,0,1,9,6,1,0,0,0,0,0,0,0,0,0
192,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,255,0,255,1,130,272,239,78,104,28,3,3,0,0,0,0
195,255,0,255,1,187,592,587,341,399,236,112,145,6,5,7,65
196,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,18,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0
198,255,0,255,1,113,247,227,27,36,14,0,0,0,0,0,0
199,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,255,0,255,1,35,13,13,0,0,0,0,0,0,0,0,0
201,255,0,255,1,138,247,199,14,60,26,0,0,0,0,0,0
202,236,19,255,1,208,1099,812,1056,1108,960,863,1062,310,28,5,2
203,238,17,255,1,155,406,425,241,251,113,12,16,0,0,0,0
204,20,20,0,1,5,21,66,0,1,2,0,0,0,0,0,0
205,65,65,0,1,121,579,558,598,1107,764,483,577,141,9,0,0
206,255,0,255,1,129,432,414,184,259,112,17,20,0,0,0,0
207,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,255,0,255,1,134,187,177,14,20,6,0,0,0,0,0,0
209,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212,255,0,255,1,129,281,245,121,276,121,19,17,0,0,0,0
213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,15,15,0,1,0,0,3,0,0,0,0,0,0,0,0,0
215,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,251,4,255,1,161,354,302,134,131,72,9,5,0,0,0,0
217,17,17,0,1,2,4,10,0,0,0,0,0,0,0,0,0
218,255,0,255,1,45,66,92,1,5,4,0,0,0,0,0,0
219,255,0,255,1,108,246,232,83,128,51,1,1,0,0,0,0
220,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,255,0,255,1,96,118,96,9,18,1,0,0,0,0,0,0
223,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,209,46,255,1,300,1071,1173,939,1381,908,638,807,334,104,83,17
226,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,250,5,255,1,176,576,478,214,328,173,72,125,13,2,0,0
228,59,59,0,1,23,30,72,2,11,2,0,0,0,0,0,0
229,255,0,255,1,151,340,306,120,122,36,2,4,0,0,0,0
230,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,255,0,255,1,167,381,424,145,139,37,2,3,0,0,0,0
232,255,0,255,1,205,318,260,87,109,47,1,4,0,0,0,0
233,255,0,255,1,143,400,459,183,383,165,18,54,0,0,0,0
234,255,0,255,1,141,442,339,122,232,117,8,7,0,0,0,0
235,255,0,255,1,70,146,153,38,157,53,0,0,0,0,0,0
236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,255,0,255,1,193,432,368,159,169,72,19,17,0,0,0,0
240,255,0,255,1,193,576,523,204,275,140,27,32,0,0,0,0
241,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,255,0,255,1,209,456,415,129,149,85,9,9,0,0,0,0
244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,255,0,255,1,38,33,61,0,1,0,0,0,0,0,0,0
248,240,15,255,1,212,567,437,293,332,135,33,26,0,0,0,0
249,255,0,255,1,191,334,360,178,266,155,12,13,0,0,0,0
250,28,28,0,1,20,13,31,0,8,1,0,0,0,0,0,0
251,243,12,255,1,172,570,553,293,306,120,13,11,0,0,0,0
252,255,0,255,1,91,97,73,0,0,0,0,0,0,0,0,0
253,220,35,255,1,196,813,779,1064,1220,855,806,1001,557,219,89,91
254,255,0,255,1,175,396,407,194,290,197,84,101,2,0,0,0
255,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,237,18,255,1,171,620,548,386,529,260,117,205,14,0,0,0
258,255,0,255,1,214,603,572,434,486,336,239,333,75,39,16,3
259,255,0,255,1,223,469,391,122,151,49,1,3,0,0,0,0
260,255,0,255,1,166,295,275,132,127,34,10,11,0,0,0,0
261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,237,18,255,1,266,1109,1265,1139,1506,912,880,1050,363,85,44,22
263,246,9,255,1,264,721,731,459,707,449,320,559,231,68,33,9
264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,255,0,255,1,207,981,430,682,748,532,269,358,44,2,0,0
266,255,0,255,1,129,333,328,104,119,57,4,2,0,0,0,1
267,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,233,22,255,1,174,621,611,409,657,420,265,270,28,0,0,0
269,255,0,255,1,169,404,278,80,196,71,0,0,0,0,0,0
270,255,0,255,1,106,276,271,89,108,45,4,0,0,0,0,0
271,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,21,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,246,9,255,1,291,1012,1157,1362,1590,1146,900,894,245,7,8,2
274,255,0,255,1,35,19,22,0,0,0,0,0,0,0,0,0
275,14,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0
276,24,24,0,1,1,22,72,1,12,5,0,0,0,0,0,0
277,67,67,0,1,123,367,443,198,212,100,1,2,0,0,0,0
278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,253,2,255,1,235,715,879,614,881,509,297,337,23,0,0,0
280,255,0,255,1,118,273,265,64,111,37,1,2,0,0,0,0
281,255,0,255,1,219,494,513,244,264,120,23,39,0,0,0,1
282,255,0,255,1,109,160,168,14,17,12,0,0,0,0,0,0
283,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,255,0,255,1,179,397,433,155,172,86,23,39,0,0,0,0
285,255,0,255,1,138,435,368,198,223,75,0,1,0,0,0,0
286,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,254,1,255,1,233,634,488,243,360,192,54,49,0,0,0,0
288,246,9,255,1,162,526,333,166,259,105,12,18,2,0,0,0
289,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
291,255,0,255,1,140,396,362,363,517,345,174,164,20,2,0,0
292,255,0,255,1,200,393,332,115,159,76,11,23,0,0,0,0
293,255,0,255,1,106,89,66,14,18,3,0,0,0,0,0,0
294,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,25,25,0,1,2,15,28,0,0,0,0,0,0,0,0,0
296,245,10,255,1,141,500,481,237,312,105,9,12,0,0,0,0
297,210,45,255,1,214,888,988,1045,1143,812,742,905,399,156,217,191
298,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,250,5,255,1,212,697,661,399,527,300,142,162,14,0,0,0
300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,253,2,255,1,242,923,780,741,979,668,416,515,106,25,37,43
302,255,0,255,1,170,386,369,184,267,129,33,41,0,0,0,0
303,62,62,0,1,154,605,562,860,1050,646,500,544,118,0,0,0
304,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
305,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,216,39,255,1,232,942,936,943,1248,972,847,1106,504,162,274,519
307,255,0,255,1,227,741,762,510,684,404,242,351,47,1,0,0
308,255,0,255,1,99,153,140,30,48,16,0,1,0,0,0,0
309,236,19,255,1,281,1102,1287,1068,1527,1027,719,753,247,64,98,201
310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,20,20,0,1,2,6,8,0,0,0,0,0,0,0,0,0
313,255,0,255,1,38,38,66,3,63,16,0,0,0,0,0,0
314,23,23,0,1,0,1,7,0,0,0,0,0,0,0,0,0
315,15,15,0,1,0,3,4,0,0,0,0,0,0,0,0,0
316,255,0,255,1,97,239,282,12,41,8,0,0,0,0,0,0
317,253,2,255,1,190,737,662,316,304,177,46,50,0,0,0,0
318,250,5,255,1,187,559,593,246,338,170,27,51,0,0,0,0
319,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,255,0,255,1,149,315,262,81,93,29,0,3,0,0,0,0
322,255,0,255,1,225,585,624,306,420,202,32,36,0,0,0,0
323,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,23,23,0,1,0,2,1,0,0,0,0,0,0,0,0,0
325,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326,255,0,255,1,119,211,263,47,58,15,0,2,0,0,0,0
327,255,0,255,1,198,531,525,333,462,333,173,178,6,0,0,0
328,255,0,255,1,111,203,263,45,32,8,1,0,0,0,0,0
329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,214,41,255,1,242,975,1023,888,1554,1098,1047,1311,525,110,123,177
335,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,27,27,0,1,0,0,6,0,0,0,0,0,0,0,0,0
338,22,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0
339,255,0,255,1,158,319,310,104,87,21,1,0,0,0,0,0
340,255,0,255,1,146,147,160,12,2,0,0,0,0,0,0,0
341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,255,0,255,1,118,401,379,502,602,349,169,165,2,0,0,0
343,255,0,255,1,86,136,160,31,25,14,1,0,0,0,0,0
344,29,29,0,1,24,38,56,0,9,3,0,0,0,0,0,0
345,255,0,255,1,117,143,152,15,23,12,1,1,0,0,0,0
346,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
347,255,0,255,1,160,343,338,77,109,55,8,20,0,0,0,0
348,255,0,255,1,141,423,359,107,172,63,1,0,0,0,0,0
349,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,55,55,0,1,135,485,453,425,582,426,163,206,24,4,0,0
351,255,0,255,1,172,328,300,75,88,46,1,0,0,0,0,0
352,10,10,0,1,0,0,6,0,0,0,0,0,0,0,0,0
353,255,0,255,1,111,215,231,120,231,72,1,0,0,0,0,0
354,255,0,255,1,129,204,165,90,123,93,59,78,5,0,0,0
355,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358,255,0,255,1,187,641,693,457,727,383,237,297,65,2,1,0
359,255,0,255,1,164,495,259,199,319,198,40,41,0,0,0,0
360,255,0,255,1,208,534,432,256,316,183,79,97,1,0,0,0
361,255,0,255,1,168,247,214,40,54,18,0,1,0,0,0,0
362,34,34,0,1,8,19,57,0,0,1,0,0,0,0,0,0
363,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
364,255,0,255,1,137,222,226,14,35,17,1,0,0,0,0,0
365,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366,255,0,255,1,175,322,296,149,222,83,2,10,0,0,0,0
367,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,255,0,255,1,160,662,662,628,871,444,366,417,57,0,0,2
369,247,8,255,1,225,701,758,563,575,276,56,52,1,0,0,0
370,255,0,255,1,205,570,578,255,392,183,38,36,0,0,0,0
371,255,0,255,1,142,401,385,298,456,250,37,30,0,0,0,0
372,255,0,255,1,194,483,425,157,181,85,2,0,0,0,0,0
373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,43,43,0,1,80,261,293,81,120,59,5,1,0,0,0,0
375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,255,0,255,1,165,333,358,159,202,90,4,9,0,0,0,0
378,20,20,0,1,8,21,44,2,2,1,0,0,0,0,0,0
379,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
381,253,2,255,1,209,748,660,458,579,350,162,122,12,0,0,0
382,27,27,0,1,7,19,40,0,5,2,0,0,0,0,0,0
383,255,0,255,1,235,899,943,851,1070,765,566,633,211,55,23,6
384,255,0,255,1,169,298,324,106,186,123,14,10,0,0,0,0
385,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,253,2,255,1,198,605,553,313,411,272,125,151,2,0,0,0
387,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,27,27,0,1,10,68,138,9,28,4,0,0,0,0,0,0
389,35,35,0,1,27,71,95,24,86,21,0,0,0,0,0,0
390,250,5,255,1,196,677,520,380,491,333,153,157,5,0,0,0
391,255,0,255,1,158,613,648,425,439,309,165,258,85,81,12,0
392,255,0,255,1,137,144,96,6,2,0,0,0,0,0,0,0
393,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,24,24,0,1,7,26,47,0,5,3,0,0,0,0,0,0
395,44,44,0,1,45,113,183,15,22,20,0,0,0,0,0,0
396,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,249,6,255,1,257,849,764,553,687,491,281,319,28,0,0,5
399,255,0,255,1,139,138,127,12,9,2,0,0,0,0,0,0
400,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402,21,21,0,1,3,3,3,0,0,0,0,0,0,0,0,0
403,255,0,255,1,147,397,390,125,195,107,15,7,0,0,0,0
404,255,0,255,1,130,150,121,6,8,1,0,0,0,0,0,0
405,255,0,255,1,182,565,545,317,431,264,108,110,1,0,0,0
406,45,45,0,1,23,64,77,0,1,0,0,0,0,0,0,0
407,215,40,255,1,243,1044,1105,1093,1513,1252,960,1218,555,318,204,147
408,89,89,0,1,130,369,360,117,151,68,5,9,0,0,0,0
